userid,start_busStop,start_busDes,start_roadDes,start_x,start_y,end_busStop,end_busDes,end_roadDes,end_x,end_y,userid,
2405,81181,Blk 99,Old Airport Rd,103.8885,1.308455,76199,Tampines Stn/Int,Tampines Ave 4,103.9461,1.353667,2405,
2410,46009,Woodlands Reg Int,Woodlands Sq,103.7859,1.436621,76141,Blk 254,Bt Batok East Ave 4,103.7579,1.349311,2410,
2417,54081,Teck Ghee Ct,Ang Mo Kio Ave 1,103.8479,1.36359,43169,Blk 324,Ang Mo Kio Ave 3,103.8466,1.368755,2417,
2431,11139,Blk 53A CP,C'wealth Ave,103.8074,1.293199,54248,Anchorpoint,Alexandra Rd,103.8054,1.288571,2431,
2431,11139,Blk 53A CP,C'wealth Ave,103.8074,1.293199,11521,Opp Blk 1,Henderson Rd,103.8169,1.279144,2431,
2471,5013,People's Pk Cplx,Eu Tong Sen St,103.843,1.28407,14241,UIC Bldg,Shenton Way,103.8496,1.27807,2471,
2472,54219,Opp Mayflower Sec Sch,Ang Mo Kio Ave 3,103.8368,1.368808,3129,Opp Keppel DP Blk 519,Kg Bahru Rd,103.8271,1.271781,2472,
2481,10289,Opp SIS Bldg,Alexandra Rd,103.8144,1.29187,14239,Opp Jumbo Ind Bldg,Kim Keat Rd,103.8533,1.324561,2481,
2528,28271,Opp Blk 114,Jurong Town Hall Rd,103.7339,1.338993,50159,Opp Jurong East Lib,Jurong Town Hall Rd,103.7396,1.331759,2528,
2569,21371,Blk 680C,Jln Boon Lay,103.7062,1.345227,28241,S'Pore Zoo,Mandai Lake Rd,103.7894,1.404624,2569,
2587,28639,Blk 288E,Toh Guan Rd,103.744,1.340456,48131,Dover Stn,C'wealth Ave West,103.7787,1.311683,2587,
2601,28571,Blk 416,Jurong West St 42,103.7254,1.352421,19039,NTUC Income Ctr,Bras Basah Rd,103.8515,1.296389,2601,
2610,18079,Opp NUH,Buona Vista Flyover,103.7846,1.296482,4179,Alexandra Pt,Alexandra Rd,103.8025,1.277184,2610,
2616,80049,Aft Sims Way,Geylang Rd,103.8736,1.310777,15051,Opp Bugis Junction,Victoria St,103.8552,1.300155,2616,
2626,1239,Sultan Plaza,Jln Sultan,103.8616,1.302912,1112,Opp The Summit,Upp East Coast Rd,103.9407,1.314854,2626,
2628,63019,Aft Serangoon Shop Ctr,Upp S'goon Rd,103.878,1.35348,94039,Blk 161,Upp Paya Lebar Rd,103.8786,1.351701,2628,
2666,75051,Opp SAFRA Tampines,Tampines Ave 1,103.9401,1.345034,62059,Opp Tropicana Condo,Upp Changi Rd East,103.9613,1.340415,2666,
2666,75051,Opp SAFRA Tampines,Tampines Ave 1,103.9401,1.345034,96049,Bef Tropicana Condo,Upp Changi Rd East,103.9608,1.339954,2666,
2669,55321,Opp Nanyang Poly,Ang Mo Kio Ave 8,103.8472,1.378363,96041,Loyang Valley,Loyang Ave,103.9706,1.369551,2669,
2670,43471,Blk 306,Bt Batok West Ave 2,103.7473,1.35797,98049,Opp Heng Mui Keng Terr,Pasir Panjang Rd,103.7736,1.290463,2670,
2678,44811,West Spring Sec Sch,Senja Rd,103.7602,1.387155,16061,Blk 223,Bt Panjang Rd,103.7742,1.375778,2678,
2698,14209,Aft Hewlett Packard,Depot Rd,103.8096,1.281761,44269,Opp Paterson Lodge,Paterson Rd,103.83,1.302299,2698,
2711,17171,Clementi Stn,C'wealth Ave West,103.765,1.314975,13199,Blk 25B,Lower Delta Rd,103.8249,1.283736,2711,
2713,63209,Toho Green,Yio Chu Kang Rd,103.8752,1.366065,10379,Opp Paya Lebar St,Upp Paya Lebar Rd,103.8864,1.33965,2713,
2737,54019,Aft Blk 304,Ang Mo Kio Ave 6,103.8442,1.366187,70309,Ang Mo Kio Int,Ang Mo Kio Ave 8,103.8486,1.369688,2737,
2739,63269,Blk 232,Hougang Ave 1,103.8891,1.358755,54009,Changi Airport PTB1,PTB1 Basement,103.9907,1.361267,2739,
2747,43411,Opp Blk 628,Bt Batok Ctrl,103.7502,1.351765,95029,Choa Chu Kang Int,Choa Chu Kang Loop,103.7441,1.385511,2747,
2766,70289,Opp Tai Seng Stn,Upp Paya Lebar Rd,103.8887,1.335064,44009,Opp Simei Stn,Simei St 3,103.9535,1.342118,2766,
2795,84059,Blk 65,New Upp Changi Rd,103.9395,1.324935,96161,Bedok Sports Cplx,New Upp Changi Rd,103.9396,1.325319,2795,
2795,95159,Near SATS Flight Kitchen,Airport Blvd,103.9824,1.342037,84051,Yi Xiu Fty Bldg,Sims Ave,103.8766,1.3138,2795,
2813,14271,Al-Amin Mque,Telok Blangah Way,103.8191,1.275682,80071,Opp Lea Hin Hardware Fty,Alexandra Rd,103.8075,1.291088,2813,
2826,99009,Changi Village Ter,Changi Village Rd,103.9876,1.389698,11531,Braddell Stn,Lor 1 Toa Payoh,103.848,1.34069,2826,
2842,82069,Aft GE Life Ctr,Changi Rd,103.903,1.317095,52179,Eunos Stn,Sims Ave,103.9023,1.318779,2842,
2878,8019,Aft Haw Par Glass Twr,Clemenceau Ave,103.8441,1.296246,82061,Blk 119,Jln Bt Merah,103.8217,1.282923,2878,
2878,10169,Tiong Bahru Plaza,Tiong Bahru Rd,103.8275,1.286,10089,Opp Thomson Med Ctr,Thomson Rd,103.8421,1.324895,2878,
2918,76241,Blk 497D,Tampines Ave 7,103.9592,1.358458,50059,Opp Selarang Pk Drug Reh.,Loyang Way,103.9801,1.370821,2918,
2925,46189,Blk 12,Marsiling Rd,103.7785,1.440083,97089,Opp Trellis Twrs,Jln Toa Payoh,103.8438,1.329315,2925,
2943,10371,Blk 129,Lower Delta Rd,103.8245,1.283665,52079,Opp Great World City,Kim Seng Rd,103.8328,1.293627,2943,
2943,10371,Blk 129,Lower Delta Rd,103.8245,1.283665,13119,Opp Great World City,Kim Seng Rd,103.8328,1.293627,2943,
2988,60121,Boon Keng Stn,S'goon Rd,103.8618,1.320088,13119,Blk 68,Geylang Bahru,103.8702,1.322581,2988,
2989,78059,Blk 210,Pasir Ris Dr 1,103.9611,1.366776,60229,Opp Temasek Poly East G,Tampines Ave 1,103.936,1.345678,2989,
2989,78059,Blk 210,Pasir Ris Dr 1,103.9611,1.366776,75221,Opp Temasek Poly East G,Tampines Ave 1,103.936,1.345678,2989,
2994,43009,Bt Batok Int,Bt Batok Ctrl,103.7511,1.349994,75221,Blk 328,Sembawang Dr,103.8197,1.445829,2994,
3038,67279,Blk 301D,Sengkang East Rd,103.8917,1.388093,58299,Aft Pasir Ris Ctrl,Pasir Ris Dr 1,103.9484,1.371163,3038,
3043,42109,Opp Beauty World Ctr,Jln Anak Bt,103.7769,1.343269,77031,Bef Thomson Plaza,Upp Thomson Rd,103.8325,1.354497,3043,
3068,28009,Jurong East Temp Int,Jurong Gateway Rd,103.7415,1.333408,53051,Blk 207,Boon Lay Pl,103.7133,1.346382,3068,
3081,54339,Blk 422,Ang Mo Kio Ave 8,103.8506,1.367845,21441,Blk 210,Bishan Rd,103.8491,1.355383,3081,
3081,54081,Teck Ghee Ct,Ang Mo Kio Ave 1,103.8479,1.36359,53249,Blk 210,Bishan Rd,103.8491,1.355383,3081,
3088,67489,Pei Hwa Sec Sch,Sengkang West Ave,103.8771,1.391002,53249,Aft Jln Redop,Yio Chu Kang Rd,103.87,1.387728,3088,
3095,41021,Botanic Gdns Stn,Bt Timah Rd,103.8155,1.32265,67049,Hougang Ctrl Int,Hougang Ctrl,103.8927,1.370607,3095,
3118,59069,Opp Blk 757,Yishun Ave 2,103.8354,1.426573,64009,Bef Kim Chuan Rd,Hougang Ave 3,103.892,1.34065,3118,
3122,77071,Blk 633,Elias Rd,103.9413,1.378109,71059,Pasir Ris Int,Pasir Ris Dr 3,103.9496,1.373708,3122,
3140,75229,Temasek Poly East G,Tampines Ave 1,103.9368,1.344986,77009,Bedok Int,Bedok Nth Dr,103.9282,1.325005,3140,
3199,81011,Aljunied Stn,Sims Ave,103.8834,1.315323,84009,Bef Jln Bena,Upp Changi Rd Nth,103.9689,1.355352,3199,
3217,11161,C'wealth Stn,C'wealth Ave,103.7984,1.302133,97039,Aft Queenstown NPC HQ,Queensway,103.8023,1.289418,3217,
3219,84369,Blk 45,Bedok Nth Rd,103.9247,1.329149,11021,Bef Airport Rd,Hougang Ave 3,103.8951,1.339014,3219,
3241,14059,Bef Telok Blangah Hts,Henderson Rd,103.8151,1.275375,71061,Harbourside Ind Bldg 2,Pasir Panjang Rd,103.7967,1.274815,3241,
3247,10009,Bt Merah Int,Bt Merah Ctrl,103.8172,1.282102,15169,Opp Keppel DP Blk 519,Kg Bahru Rd,103.8271,1.271781,3247,
3309,62229,Blk 146,Lor Ah Soo,103.8821,1.35109,14239,Kovan Stn,Upp S'goon Rd,103.8854,1.36026,3309,
3310,43171,Blk 229,Bt Batok East Ave 3,103.7546,1.348555,63039,Blk 695,Jln Boon Lay,103.7077,1.343023,3310,
3311,55181,Opp Yio Chu Kang Stn,Ang Mo Kio Ave 6,103.8439,1.381433,21361,Blk 608,Yishun Ave 2,103.835,1.420546,3311,
3315,50351,Farrer Pk Tennis Ctr,Dorset Rd,103.8486,1.31216,59059,People's Pk Ctr,Eu Tong Sen St,103.8444,1.285711,3315,
3324,53159,Blk 260,Marymount Rd,103.8417,1.359687,5022,Marymount Stn,Marymount Rd,103.8395,1.350167,3324,
3347,84111,Temasek JC,Bedok Sth Rd,103.9357,1.319579,53121,Blk 506,Bedok Nth Ave 3,103.9339,1.332305,3347,
3363,64409,Aft Sengkang East Ave,Upp S'goon Rd,103.9035,1.378202,84521,Hougang Ctrl Int,Hougang Ctrl,103.8927,1.370607,3363,
3374,76059,Opp Tampines Stadium,Tampines Ave 5,103.9417,1.352962,64009,Pasir Ris Int,Pasir Ris Dr 3,103.9496,1.373708,3374,
3384,93019,Neptune Ct,Marine Parade Rd,103.9211,1.307876,77009,Landmark Village Hotel,Ophir Rd,103.8575,1.30169,3384,
3388,92231,Blk 34,Marine Cres,103.9123,1.304255,1559,Tao Nan Sch,Marine Parade Rd,103.911,1.305663,3388,
3388,92231,Blk 34,Marine Cres,103.9123,1.304255,92069,CHIJ Katong Convent (Pr),Marine Parade Rd,103.9106,1.305853,3388,
3415,14121,HarbourFront Stn,Telok Blangah Rd,103.8193,1.265835,92061,Opp SP SMA,C'wealth Ave West,103.782,1.309561,3415,
3421,92089,CHIJ Katong Convent,Marine Parade Rd,103.9176,1.307192,19029,YMCA,Orchard Rd,103.8478,1.298074,3421,
3437,80011,Opp Sri Manmatha K Tp,Kallang Rd,103.8674,1.309725,8041,Opp Golden Mile Cplx,Beach Rd,103.8648,1.303384,3437,
3437,1329,Blk 8,Nth Bridge Rd,103.8636,1.304957,1421,Clarke Quay Stn,Eu Tong Sen St,103.8471,1.288985,3437,
3449,77191,Blk 500A,Pasir Ris Dr 3,103.946,1.376548,4222,Blk 700B,Ang Mo Kio Ave 3,103.8462,1.369148,3449,
3462,81219,Opp Geylang Polyclinic,Geylang East Ctrl,103.8867,1.318771,54241,Opp Paya Lebar Stn,Paya Lebar Rd,103.8917,1.318567,3462,
3484,52419,Curtin S'pore,Jln Rajah,103.8539,1.328033,81119,Toa Payoh Int,Lor 6 Toa Payoh,103.8469,1.332021,3484,
3497,54071,Blk 310,Ang Mo Kio Ave 1,103.8449,1.364337,52009,Blk 334,S'goon Ave 2,103.8712,1.350205,3497,
3519,65069,Blk 190C,Punggol Rd,103.9024,1.395044,66381,Opp Queensway Shop Ctr,Alexandra Rd,103.8033,1.286657,3519,
3522,64019,Blk 302,Upp S'goon Rd,103.8939,1.368308,11519,Opp Ai Tong Sch,Sin Ming Ave,103.832,1.361257,3522,
3527,64549,Opp Hougang Ctrl Int,Hougang Ctrl,103.8917,1.3714,53359,Blk 897,Tampines St 81,103.9342,1.348106,3527,
3542,10231,Opp Blk 79,Ganges Ave,103.8279,1.290416,75099,Opp S'pore Bible College,Adam Rd,103.814,1.325429,3542,
3542,10231,Opp Blk 79,Ganges Ave,103.8279,1.290416,41129,Botanic Gdns Stn,Bt Timah Rd,103.8155,1.32265,3542,
3550,54371,Blk 409A,Ang Mo Kio Ave 10,103.8557,1.362383,41021,Ang Mo Kio Int,Ang Mo Kio Ave 8,103.8486,1.369688,3550,
3558,42149,Aft King Albert Pk,Clementi Rd,103.7786,1.336074,54009,Blk 109,Clementi Rd,103.7709,1.321785,3558,
3562,4168,Opp Peninsula Plaza,Nth Bridge Rd,103.8513,1.292082,12061,Opp Khatib Stn,Yishun Ave 2,103.8332,1.416678,3562,
3565,52269,Blk 73,Lor 4 Toa Payoh,103.8515,1.334042,59049,Bishan Stn,Bishan Rd,103.848,1.3509,3565,
3567,75131,Bet Blks 701/702,Tampines Ave 5,103.9371,1.355948,53231,Blk 109,Bedok Nth Ave 3,103.9343,1.332133,3567,
3573,64009,Hougang Ctrl Int,Hougang Ctrl,103.8927,1.370607,84529,Ang Mo Kio Int,Ang Mo Kio Ave 8,103.8486,1.369688,3573,
3576,77281,Blk 740,Pasir Ris Dr 1,103.9362,1.378372,54009,Serangoon Stn,S'goon Ctrl,103.8732,1.350498,3576,
3586,93091,Opp Siglap Sth CC,Upp East Coast Rd,103.9316,1.313988,66351,Blk 39,Old Airport Rd,103.885,1.307517,3586,
3588,64079,Punggol Pk,Hougang Ave 8,103.8978,1.375008,81171,Blk 126A,Punggol Rd,103.9019,1.389935,3588,
3618,20141,Opp Blk 408,West Coast Rd,103.7488,1.31772,65049,Bt Batok Polyclinic,Bt Batok West Ave 3,103.7474,1.352276,3618,
3624,75141,Blk 730,Tampines Ave 5,103.9338,1.35625,43401,Blk 938,Tampines Ave 5,103.9419,1.348202,3624,
3628,63391,Blk 639,Hougang Ave 8,103.8802,1.370877,76061,Blk 632,Hougang Ave 8,103.8803,1.370223,3628,
3629,75269,Opp Blks 710/713,Tampines Ave 6,103.9382,1.359023,63399,Parkway Parade,Marine Parade Rd,103.906,1.303004,3629,
3663,84701,Blk 151,Kaki Bt Ave 1,103.9121,1.336013,92049,Opp Asiawide Ind Bldg,Upp Paya Lebar Rd,103.8876,1.337475,3663,
3666,75009,Tampines Int,Tampines Ctrl 1,103.9434,1.354076,70299,The Japanese Sch,Upp Changi Rd Nth,103.966,1.353323,3666,
3666,97129,Bef Loyang Ave,New Loyang Link,103.9676,1.364618,97011,Pasir Ris Int,Pasir Ris Dr 3,103.9496,1.373708,3666,
3670,28459,Opp Parc Oasis,Jurong East Ave 1,103.7343,1.344408,77009,Royal Thai Embassy,Orchard Rd,103.8305,1.305928,3670,
3678,84481,Opp Kaki Bt Ctr,Bedok Reservoir Rd,103.9153,1.337532,9179,Blk 637,Eunos Link,103.9037,1.33074,3678,
3690,62221,Opp Blk 146,Lor Ah Soo,103.8826,1.350901,71091,Opp Yio Chu Kang Stadium,Ang Mo Kio Ave 9,103.8468,1.384304,3690,
3690,62221,Opp Blk 146,Lor Ah Soo,103.8826,1.350901,55311,Yio Chu Kang Stn,Ang Mo Kio Ave 6,103.8438,1.38262,3690,
3692,53019,Opp St. Theresa's Home,Upp Thomson Rd,103.8388,1.345922,55189,Opp Pending Stn,Pending Rd,103.771,1.3763,3692,
3692,53019,Opp St. Theresa's Home,Upp Thomson Rd,103.8388,1.345922,44221,Opp Blk 713,Sembawang Rd,103.8266,1.427536,3692,
3694,20239,Aft Hasanah Mque,Teban Gdns Rd,103.7395,1.322469,57081,Blk 726 Clementi West Mkt,West Coast Rd,103.7645,1.304153,3694,
3694,20179,Aft Teban Gdns Rd,West Coast Rd,103.7391,1.320002,17041,New Bridge Ctr,New Bridge Rd,103.8425,1.282938,3694,
3699,28659,IMM Bldg,Toh Guan Rd,103.7477,1.334462,5039,Concorde Hotel S'pore,Orchard Rd,103.8419,1.30047,3699,
3699,28519,Blk 425,Jurong West Ave 1,103.7245,1.350584,8138,IMM Bldg,Toh Guan Rd,103.7477,1.334462,3699,
3707,20109,Blk 203,C'wealth Ave West,103.7621,1.320852,28659,Marymount Stn,Marymount Rd,103.8395,1.350167,3707,
3716,67181,Blk 240,Compassvale Rd,103.8978,1.391018,53121,Blk 313B,Anchorvale Dr,103.8884,1.390995,3716,
3717,83309,Aft Still Lane,Still Rd,103.9081,1.310455,67361,Parkway Parade,Marine Parade Rd,103.906,1.303004,3717,
3726,72041,Opp Blk 658,Jln Tenaga,103.9061,1.33343,92049,Eunos Technolink,Eunos Link,103.9006,1.333755,3726,
3737,10381,Opp Blk 48,Lower Delta Rd,103.8256,1.28907,71081,Opp Blk 28,Jln Bt Merah,103.8094,1.285928,3737,
3737,10519,Blk 4,Delta Rd,103.8261,1.291723,10111,Opp Blk 28,Jln Bt Merah,103.8094,1.285928,3737,
3741,53341,Blk 407,Sin Ming Ave,103.8339,1.363556,10111,Bishan Int,Bishan St 13,103.8499,1.350455,3741,
3745,28299,Blk 253,Jurong Town Hall Rd,103.7367,1.344383,53009,Blk 303,Jurong Town Hall Rd,103.7364,1.344461,3745,
3751,63369,Serangoon Sports Cplx,Yio Chu Kang Link,103.8741,1.356632,28291,Old Hill St Police Stn,Hill St,103.8486,1.290845,3751,
3757,14161,Telok Blangah Stn,Telok Blangah Rd,103.8101,1.270759,4223,Mapletree Business City,Pasir Panjang Rd,103.7984,1.274263,3757,
3769,77131,Blk 502,Pasir Ris St 52,103.9465,1.375584,15159,Opp Blk 28,Bendemeer Rd,103.8642,1.318897,3769,
3771,14161,Telok Blangah Stn,Telok Blangah Rd,103.8101,1.270759,60119,Heng Mui Keng Terr,Pasir Panjang Rd,103.7731,1.29083,3771,
3772,44229,Bef Pending Stn,Pending Rd,103.7715,1.376561,16069,Opp Bt Panjang Pr Sch,Cashew Rd,103.7703,1.373225,3772,
3772,44229,Bef Pending Stn,Pending Rd,103.7715,1.376561,43139,MOM Svcs Ctr,Jln Kolam Ayer,103.8695,1.326856,3772,
3785,11381,Blk 10A,Holland Dr,103.7933,1.308411,60079,City Twrs,Bt Timah Rd,103.8326,1.318065,3785,
3792,66319,Bet Blks 142/148,S'goon Nth Ave 1,103.8739,1.368218,40111,Blk 538,S'goon Nth Ave 5,103.8732,1.375122,3792,
3792,66319,Bet Blks 142/148,S'goon Nth Ave 1,103.8739,1.368218,66529,Blk 538,S'goon Nth Ave 5,103.8732,1.375122,3792,
3796,77191,Blk 500A,Pasir Ris Dr 3,103.946,1.376548,66529,Opp Asiawide Ind Bldg,Upp Paya Lebar Rd,103.8876,1.337475,3796,
3803,62149,Paya Lebar Camp,Upp S'goon Rd,103.876,1.351692,70299,Opp Blk 461,Victoria St,103.8605,1.305518,3803,
3821,43579,Bt Gombak Stn,Bt Batok West Ave 5,103.7517,1.359117,1211,Opp Choa Chu Kang Stn,Choa Chu Kang Ave 4,103.7445,1.384254,3821,
3825,75109,Blk 888,Tampines Ave 3,103.931,1.351151,44531,Temasek Poly,Tampines Ave 1,103.9326,1.346753,3825,
3833,64101,Opp Gracehaven S Army,Yio Chu Kang Rd,103.8765,1.372113,75239,Aft AMK Ind Pk 2,Ang Mo Kio Ave 5,103.8685,1.378725,3833,
3833,66351,Serangoon Stn,S'goon Ctrl,103.8732,1.350498,66451,Blk 197,Pasir Ris Dr 1,103.9612,1.366253,3833,
3851,43239,The Petals Condo,Hillview Ave,103.76,1.353086,78051,PSB Science Pk Bldg,Buona Vista Flyover,103.7864,1.292825,3851,
3863,6081,Blk 94,Zion Rd,103.8335,1.288371,18101,Newton Stn,Scotts Rd,103.8382,1.312232,3863,
3886,28459,Opp Parc Oasis,Jurong East Ave 1,103.7343,1.344408,40189,Tien Wah Press Bldg,West Coast Highway,103.7604,1.304834,3886,
3906,52329,Opp Toa Payoh Stadium,Lor 6 Toa Payoh,103.8527,1.331468,17321,Opp Blk 658,Jln Tenaga,103.9061,1.33343,3906,
3956,64351,Opp Montfort Sch,Hougang Ave 8,103.8881,1.374811,72041,Kovan Stn,Upp S'goon Rd,103.8854,1.36026,3956,
3992,72071,Blk 133,Bedok Reservoir Rd,103.9118,1.332192,63039,Blk 713,Bedok Reservoir Rd,103.9225,1.337421,3992,
4005,58219,Opp Sembawang Stn,Sembawang Way,103.8199,1.449535,84479,Aft Changi Airport PTB2,Airport Blvd,103.9843,1.346872,4005,
4009,18331,Kent Ridge Stn,Lower Kent Ridge Rd,103.7849,1.293707,95019,People's Pk Ctr,Eu Tong Sen St,103.8444,1.285711,4009,
4014,59079,Yishun Stn,Yishun Ave 2,103.8352,1.429266,5022,Woodlands Reg Int,Woodlands Sq,103.7852,1.436493,4014,
4027,84521,Blk 506,Bedok Nth Ave 3,103.9339,1.332305,46008,Blk 109,Bedok Nth Ave 3,103.9343,1.332133,4027,
4030,12119,Police KINS Trg Camp,Ulu Pandan Rd,103.7722,1.319434,84529,Aft Clementi Ave 1,Clementi Rd,103.7715,1.309031,4030,
4046,54589,Blk 555,Ang Mo Kio Ave 10,103.8567,1.371734,17091,Opp Blk 203,Bishan St 22,103.847,1.354443,4046,
4052,20141,Opp Blk 408,West Coast Rd,103.7488,1.31772,53391,Boon Lay Int,Jurong West Ctrl 3,103.7055,1.339323,4052,
4064,10381,Opp Blk 48,Lower Delta Rd,103.8256,1.28907,22009,Hoa Nam Bldg,Jln Besar,103.8599,1.312845,4064,
4073,10231,Opp Blk 79,Ganges Ave,103.8279,1.290416,7329,Stamford Ct,Hill St,103.8502,1.294116,4073,
4074,44249,Blk 174,Bt Panjang Rd,103.7665,1.380496,4143,Blk 644,Bt Batok Ctrl,103.752,1.34866,4074,
4084,17191,NUS High Sch,Clementi Rd,103.7699,1.305608,43709,Aft NUS High Sch,AYE,103.7699,1.305141,4084,
4094,63209,Toho Green,Yio Chu Kang Rd,103.8752,1.366065,17129,Serangoon Stn,S'goon Ctrl,103.8732,1.350498,4094,
4121,51011,Opp Tan Tong Meng Twr,Thomson Rd,103.841,1.327704,66351,Opp Orchard Stn,Orchard Blvd,103.8324,1.302528,4121,
4130,60141,Opp Bendemeer Pr Sch,S'goon Rd,103.8639,1.322588,9022,Opp Motorola,Yio Chu Kang Rd,103.846,1.391224,4130,
4134,93029,Mandarin Gdns,Marine Parade Rd,103.9247,1.308515,55041,Opp Eunos Stn,Jln Eunos,103.9054,1.321357,4134,
4135,60161,St. Michael's Pl,S'goon Rd,103.8656,1.324773,83109,SIM HQ,Clementi Rd,103.7768,1.328572,4135,
4156,8058,Macdonald Hse,Orchard Rd,103.8465,1.298958,12091,Eunos Stn,Jln Eunos,103.9049,1.320656,4156,
4173,5012,Pearl's Ctr,Eu Tong Sen St,103.8409,1.281546,83101,Opp Peninsula Plaza,Nth Bridge Rd,103.8513,1.292082,4173,
4173,5012,Pearl's Ctr,Eu Tong Sen St,103.8409,1.281546,4168,Opp Mohd Sultan Rd,River Valley Rd,103.8423,1.294142,4173,
4189,65271,Opp Blk 188,Punggol Ctrl,103.9106,1.399955,13101,Blk 190C,Punggol Rd,103.9024,1.395044,4189,
4199,65011,Opp The Rivervale,Punggol Rd,103.8972,1.381585,65069,JTC Corporation,Loyang Way,103.9705,1.372132,4199,
4199,65061,Blk 298A,Punggol Rd,103.9019,1.394901,98129,Opp Loyang Ind Est,Loyang Ave,103.9726,1.371498,4199,
4224,76409,Blk 259,Tampines St 21,103.9508,1.354847,98239,Opp Botanic Gdns Stn,Dunearn Rd,103.8163,1.323333,4224,
4225,17121,Blk 610,AYE,103.7694,1.304725,41029,Blk 408,Clementi Ave 2,103.7674,1.310925,4225,
4233,67329,Opp Blk 310B,Sengkang East Ave,103.8846,1.39002,17259,Aft NorthPoint Shop Ctr,Yishun Ave 2,103.8354,1.428563,4233,
4237,67281,Blk 403A,Fernvale Lane,103.873,1.38925,59073,Blk 740,Pasir Ris Dr 1,103.9362,1.378372,4237,
4241,84499,Blk 140,Bedok Reservoir Rd,103.914,1.335086,77281,Opp Tampines Stadium,Tampines Ave 5,103.9417,1.352962,4241,
4299,96069,Mera Terr P/G,Upp Changi Rd East,103.9631,1.34665,76059,Opp Expo Halls 4/5/6,Upp Changi Rd East,103.9584,1.335905,4299,
4299,96069,Mera Terr P/G,Upp Changi Rd East,103.9631,1.34665,96031,Opp Expo Halls 4/5/6,Upp Changi Rd East,103.9584,1.335905,4299,
4311,76221,Opp Blk 230,Tampines Ave 7,103.9532,1.356425,96031,Aft Kaki Bt Ctr,Bedok Reservoir Rd,103.9162,1.338047,4311,
4314,53289,Zion Bible Presby Ch,Bishan St 13,103.8546,1.347233,84489,Tang Plaza,Orchard Rd,103.8327,1.304657,4314,
4315,44141,Phoenix Stn,Choa Chu Kang Rd,103.7577,1.378356,9047,Blk 628,Bt Batok Ctrl,103.75,1.351555,4315,
4318,67131,Blk 122F,Rivervale Dr,103.9053,1.387678,43419,Blk 101C,Punggol Field,103.9067,1.398569,4318,
4324,64471,Blk 917,Hougang Ave 9,103.884,1.374548,65159,Changi Airport PTB1,PTB1 Basement,103.9907,1.361267,4324,
4332,70211,Blk 90,Pipit Rd,103.887,1.323622,95029,Blk 60,Aljunied Rd,103.8817,1.319353,4332,
4333,99049,Changi Golf Course,Loyang Ave,103.9857,1.3875,81091,Opp Loyang Valley,Loyang Ave,103.9697,1.369059,4333,
4345,42039,Opp The Nexus,Dunearn Rd,103.7878,1.334748,98041,Aft The Japanese Assn,Adam Rd,103.8149,1.32963,4345,
4346,44301,Opp Blk 271,Bangkit Rd,103.7739,1.377511,41139,Seating Gallery,Raffles Ave,103.859,1.289503,4346,
4356,81181,Blk 99,Old Airport Rd,103.8885,1.308455,2051,Marshall Lane,Joo Chiat Rd,103.903,1.308379,4356,
4364,53299,Blk 314,Shunfu Rd,103.8379,1.35174,92171,Opp Midlink Plaza,Middle Rd,103.8527,1.299454,4364,
4365,67141,Blk 119D,Rivervale Dr,103.9035,1.386021,7561,Serangoon Gdn Circus,S'goon Gdn Way,103.8658,1.363983,4365,
4375,75141,Blk 730,Tampines Ave 5,103.9338,1.35625,66271,Temasek Poly West G,Tampines Ave 1,103.9302,1.347925,4375,
4378,16169,NUS Raffles Hall,Kent Ridge Cres,103.7727,1.300983,75249,Pasir Ris Int,Pasir Ris Dr 3,103.9496,1.373708,4378,
4394,61099,Potong Pasir CC,Potong Pasir Ave 2,103.8671,1.332368,77009,Opp Prime Ctr,Middle Rd,103.8511,1.300634,4394,
4403,66051,Opp Blk 257,Boundary Rd,103.872,1.355855,7571,Blk 708,Hougang Ave 2,103.8892,1.366872,4403,
4403,63361,Opp Serangoon Swim Cplx,Yio Chu Kang Link,103.8738,1.357446,63349,Opp Blk 257,Boundary Rd,103.872,1.355855,4403,
4430,44329,Bangkit Stn,Bt Panjang Ring Rd,103.7726,1.380215,66051,Blk 602,Bt Panjang Ring Rd,103.7629,1.381781,4430,
4433,92231,Blk 34,Marine Cres,103.9123,1.304255,44641,Opp Parkway Parade,Marine Parade Rd,103.905,1.302692,4433,
4434,60161,St. Michael's Pl,S'goon Rd,103.8656,1.324773,92041,Bef Admiralty Rd West,Woodlands Ave 8,103.8009,1.454702,4434,
4448,64379,Punggol CC,Hougang Ave 6,103.8927,1.374685,46711,Aft Blk 207,Hougang St 21,103.8851,1.357572,4448,
4454,67251,Blk 253,Compassvale St,103.9003,1.394429,63229,Opp SAFRA Tampines,Tampines Ave 1,103.9401,1.345034,4454,
4456,92059,Bet Blks 72/74,Marine Parade Rd,103.9077,1.304251,75051,Blk 2,Mountbatten Rd,103.8834,1.305147,4456,
4494,70131,Bef Davidson Rd,MacPherson Rd,103.885,1.332762,80279,Novena Stn,Thomson Rd,103.8434,1.319627,4494,
4526,27099,Blk 271 CP,Jln Bahar,103.7036,1.350237,50038,Env Bldg,Scotts Rd,103.8369,1.311332,4526,
4543,22469,Blk 653B,Pioneer Rd Nth,103.6963,1.336491,40179,Marymount Stn,Marymount Rd,103.8395,1.350167,4543,
