target,source,flow,distance,TargetBusstopName,SourceBusstopName
81111,63179,1,Long,Paya Lebar Rd,Yio Chu Kang Rd
81111,93019,1,Long,Paya Lebar Rd,Marine Parade Rd
81111,67601,1,Long,Paya Lebar Rd,Sengkang Ctrl
81119,81219,1,Short,Paya Lebar Rd,Geylang East Ctrl
81119,81209,1,Short,Paya Lebar Rd,Geylang East Ctrl
81129,76101,1,Long,Paya Lebar Rd,Tampines Ave 2
81141,81151,1,Short,Guillemard Rd,Guillemard Rd
81159,81111,1,Short,Guillemard Rd,Paya Lebar Rd
81161,54389,1,Long,Guillemard Rd,Ang Mo Kio Ave 10
81171,82081,1,Short,Old Airport Rd,Tg Katong Rd
81171,93091,1,Long,Old Airport Rd,Upp East Coast Rd
81171,77221,1,Long,Old Airport Rd,Pasir Ris Dr 10
81179,71179,1,Short,Old Airport Rd,Airport Rd
81179,20239,1,Long,Old Airport Rd,Teban Gdns Rd
81179,17389,1,Long,Old Airport Rd,West Coast Rd
81219,82061,1,Short,Geylang East Ctrl,Sims Ave
81221,67009,1,Long,Geylang East Ctrl,Sengkang Sq
82011,76211,1,Long,Sims Ave,Tampines Ave 7
82011,83109,1,Long,Sims Ave,Jln Eunos
82011,84069,1,Long,Sims Ave,New Upp Changi Rd
82032,76109,1,Long,Sims Ave,Tampines Ave 2
82061,82069,2,Short,Sims Ave,Changi Rd
82061,72069,1,Long,Sims Ave,Bedok Reservoir Rd
82071,52309,1,Long,Tg Katong Rd,Toa Payoh East
82119,17171,1,Long,Tg Katong Rd,C'wealth Ave West
83062,7419,1,Long,Sims Ave East,Jln Besar
83101,8058,1,Long,Jln Eunos,Orchard Rd
83101,28691,1,Long,Jln Eunos,Toh Guan Rd East
83101,84501,1,Long,Jln Eunos,Bedok Reservoir Rd
83109,93029,1,Short,Jln Eunos,Marine Parade Rd
83109,40091,1,Long,Jln Eunos,Bt Timah Rd
83109,92079,1,Long,Jln Eunos,Marine Parade Rd
83111,50349,1,Long,Jln Eunos,Towner Rd
83111,64009,1,Long,Jln Eunos,Hougang Ctrl
84009,84401,1,Short,Bedok Nth Dr,Bedok Nth St 3
84009,84021,1,Short,Bedok Nth Dr,New Upp Changi Rd
84009,84359,1,Short,Bedok Nth Dr,Bedok Nth St 1
84009,71071,1,Short,Bedok Nth Dr,Eunos Link
84009,75229,1,Long,Bedok Nth Dr,Tampines Ave 1
84009,75241,1,Long,Bedok Nth Dr,Tampines Ave 1
84009,63331,1,Long,Bedok Nth Dr,Hougang Ave 2
84009,64231,1,Long,Bedok Nth Dr,Hougang Ave 7
84009,97019,1,Long,Bedok Nth Dr,Upp Changi Rd Nth
84009,64381,1,Long,Bedok Nth Dr,Hougang Ave 10
84019,96059,1,Long,New Upp Changi Rd,Upp Changi Rd East
84021,84089,1,Short,New Upp Changi Rd,Bedok Sth Rd
84021,84081,1,Short,New Upp Changi Rd,Bedok Sth Rd
84021,84059,1,Short,New Upp Changi Rd,New Upp Changi Rd
84021,75251,1,Long,New Upp Changi Rd,Tampines Ave 1
84029,60139,1,Long,New Upp Changi Rd,Bendemeer Rd
84031,1112,1,Long,New Upp Changi Rd,Victoria St
84031,17009,1,Long,New Upp Changi Rd,Clementi Ave 3
84039,76089,1,Long,New Upp Changi Rd,Tampines Ave 2
84041,76079,1,Long,New Upp Changi Rd,Tampines Ave 2
84051,84059,2,Short,New Upp Changi Rd,New Upp Changi Rd
84201,42091,1,Long,Bedok Nth Ave 3,Upp Bt Timah Rd
84221,84211,1,Short,Bedok Nth Rd,Bedok Nth Ave 3
84311,76259,1,Long,Bedok Nth Rd,Tampines St 45
84331,72019,1,Short,Bedok Nth Rd,Jln Eunos
84349,52331,1,Long,Bedok Nth Rd,Lor 6 Toa Payoh
84451,84459,1,Short,Bedok Nth Rd,Bedok Nth Rd
84469,10089,1,Long,Bedok Reservoir Rd,Jln Bt Merah
84479,72071,1,Short,Bedok Reservoir Rd,Bedok Reservoir Rd
84481,94049,1,Short,Bedok Reservoir Rd,Upp East Coast Rd
84489,76221,1,Long,Bedok Reservoir Rd,Tampines Ave 7
84491,71099,1,Long,Bedok Reservoir Rd,Eunos Link
84491,66359,1,Long,Bedok Reservoir Rd,S'goon Ctrl
84521,84111,1,Short,Bedok Nth Ave 3,Bedok Sth Rd
84529,84521,1,Short,Bedok Nth Ave 3,Bedok Nth Ave 3
84529,84231,1,Short,Bedok Nth Ave 3,Bedok Nth Rd
84529,75131,1,Long,Bedok Nth Ave 3,Tampines Ave 5
84559,82069,1,Long,Chai Chee St,Changi Rd
84569,84489,1,Short,Chai Chee St,Bedok Reservoir Rd
84591,78181,1,Long,Bedok Nth Ave 4,Pasir Ris St 11
84621,98049,1,Long,Bedok Reservoir Rd,Loyang Ave
84661,84021,1,Short,Bedok Sth Ave 3,New Upp Changi Rd
84701,12099,1,Long,Kaki Bt Ave 1,Clementi Rd
85029,85021,1,Short,Bedok Rd,Bedok Rd
85079,84041,2,Long,Upp Changi Rd,New Upp Changi Rd
85091,1112,1,Long,New Upp Changi Rd,Victoria St
85091,92069,1,Long,New Upp Changi Rd,Marine Parade Rd
85091,96059,1,Long,New Upp Changi Rd,Upp Changi Rd East
85091,97039,1,Long,New Upp Changi Rd,Upp Changi Rd Nth
85099,84079,2,Short,New Upp Changi Rd,Bedok Sth Rd
85099,84089,1,Short,New Upp Changi Rd,Bedok Sth Rd
91051,92099,1,Short,Mountbatten Rd,Mountbatten Rd
91091,17389,1,Long,Mountbatten Rd,West Coast Rd
92041,92231,1,Short,Marine Parade Rd,Marine Cres
92041,92221,1,Short,Marine Parade Rd,Marine Terr
92041,75059,1,Long,Marine Parade Rd,Tampines Ave 1
92049,75269,1,Long,Marine Parade Rd,Tampines Ave 6
92049,83309,1,Long,Marine Parade Rd,Still Rd
92049,54291,1,Long,Marine Parade Rd,Ang Mo Kio Ave 3
92049,80109,1,Long,Marine Parade Rd,Lor 1 Geylang
92061,92231,1,Short,Marine Parade Rd,Marine Cres
92061,92069,1,Long,Marine Parade Rd,Marine Parade Rd
92069,92231,1,Short,Marine Parade Rd,Marine Cres
92071,7539,1,Long,Marine Parade Rd,Sungei Rd
92099,15149,1,Long,Mountbatten Rd,Pasir Panjang Rd
92101,84239,1,Long,Mountbatten Rd,Bedok Nth Rd
92101,76109,1,Long,Mountbatten Rd,Tampines Ave 2
92129,92059,1,Short,East Coast Rd,Marine Parade Rd
92129,11051,1,Long,East Coast Rd,Queensway
92151,72079,1,Short,East Coast Rd,Bedok Reservoir Rd
92171,81181,1,Long,Joo Chiat Rd,Old Airport Rd
92189,44269,1,Long,Joo Chiat Rd,Bt Panjang Rd
92231,95011,1,Long,Marine Cres,Airport Blvd
93031,84071,1,Short,Marine Parade Rd,Bedok Sth Rd
93031,75009,1,Long,Marine Parade Rd,Tampines Ctrl 1
93079,92239,1,Long,East Coast Rd,Marine Cres
94039,1239,1,Long,Upp East Coast Rd,Jln Sultan
94071,72019,1,Short,Upp East Coast Rd,Jln Eunos
94089,81161,1,Long,Upp East Coast Rd,Guillemard Rd
95011,76101,1,Long,Airport Blvd,Tampines Ave 2
95019,17171,1,Long,Airport Blvd,C'wealth Ave West
95019,58219,1,Long,Airport Blvd,Sembawang Way
95029,63269,1,Long,PTB1 Basement,Hougang Ave 1
95029,64471,1,Long,PTB1 Basement,Hougang Ave 9
95051,75009,1,Long,Airline Rd,Tampines Ctrl 1
95051,76101,1,Long,Airline Rd,Tampines Ave 2
95109,92079,1,Long,PTB3 Basement,Marine Parade Rd
95109,76101,1,Long,PTB3 Basement,Tampines Ave 2
95109,75131,1,Long,PTB3 Basement,Tampines Ave 5
95129,76101,1,Long,PTB2 Basement,Tampines Ave 2
95129,76069,1,Long,PTB2 Basement,Tampines Ave 5
95129,54181,1,Long,PTB2 Basement,Ang Mo Kio Ave 4
95129,78129,1,Long,PTB2 Basement,Pasir Ris Dr 3
95159,84191,1,Long,Airport Blvd,Bedok Nth Ave 3
96021,96059,1,Long,Upp Changi Rd East,Upp Changi Rd East
96031,96069,2,Short,Upp Changi Rd East,Upp Changi Rd East
96039,92101,1,Long,Upp Changi Rd East,Mountbatten Rd
96041,75051,2,Short,Upp Changi Rd East,Tampines Ave 1
96049,75051,2,Short,Upp Changi Rd East,Tampines Ave 1
96049,84051,1,Long,Upp Changi Rd East,New Upp Changi Rd
96081,96059,1,Short,Upp Changi Rd,Upp Changi Rd East
96101,59171,1,Long,Simei Ave,Yishun Ave 9
96161,76089,1,Short,Simei St 3,Tampines Ave 2
96161,70289,1,Long,Simei St 3,Upp Paya Lebar Rd
96161,84119,1,Long,Simei St 3,Bedok Sth Rd
96161,55301,1,Long,Simei St 3,Ang Mo Kio Ave 9
96169,76101,1,Short,Simei St 3,Tampines Ave 2
96169,96059,1,Short,Simei St 3,Upp Changi Rd East
96169,96299,1,Short,Simei St 3,Simei St 4
96259,96059,1,Short,Simei St 3,Upp Changi Rd East
96281,62069,1,Long,Simei Ave,Bartley Rd
96281,78059,1,Long,Simei Ave,Pasir Ris Dr 1
96371,7211,1,Long,Changi Business Pk Ctrl 2,S'goon Rd
97011,75009,1,Long,Upp Changi Rd Nth,Tampines Ctrl 1
97039,81011,1,Long,Upp Changi Rd Nth,Sims Ave
97041,78149,1,Short,Upp Changi Rd Nth,Pasir Ris Dr 3
97041,75009,1,Long,Upp Changi Rd Nth,Tampines Ctrl 1
97089,76241,1,Long,Loyang Way,Tampines Ave 7
97149,75009,2,Long,Changi Nth St 1,Tampines Ctrl 1
97159,75009,1,Long,Changi Nth Cres,Tampines Ctrl 1
98019,84119,1,Long,Loyang Ave,Bedok Sth Rd
98041,99049,1,Long,Loyang Ave,Loyang Ave
98049,98231,1,Short,Loyang Ave,Loyang Ave
98049,98109,1,Short,Loyang Ave,Pasir Ris Dr 3
98049,77059,1,Short,Loyang Ave,Pasir Ris Dr 1
98049,55321,1,Long,Loyang Ave,Ang Mo Kio Ave 8
1112,62041,1,Long,Victoria St,Upp Paya Lebar Rd
1211,62149,1,Long,Victoria St,Upp S'goon Rd
