userid,start_busStop,start_roadDes,start_y,start_x,end_busStop,end_roadDes,end_y,end_x
3118,Yishun Ave 2,Opp Blk 757,1.426573,103.8354,Hougang Ave 3,Bef Kim Chuan Rd,1.34065,103.892
3122,Elias Rd,Blk 633,1.378109,103.9413,Pasir Ris Dr 3,Pasir Ris Int,1.373708,103.9496
3140,Tampines Ave 1,Temasek Poly East G,1.344986,103.9368,Bedok Nth Dr,Bedok Int,1.325005,103.9282
3199,Sims Ave,Aljunied Stn,1.315323,103.8834,Upp Changi Rd Nth,Bef Jln Bena,1.355352,103.9689
3217,C'wealth Ave,C'wealth Stn,1.302133,103.7984,Queensway,Aft Queenstown NPC HQ,1.289418,103.8023
3219,Bedok Nth Rd,Blk 45,1.329149,103.9247,Hougang Ave 3,Bef Airport Rd,1.339014,103.8951
3241,Henderson Rd,Bef Telok Blangah Hts,1.275375,103.8151,Pasir Panjang Rd,Harbourside Ind Bldg 2,1.274815,103.7967
3247,Bt Merah Ctrl,Bt Merah Int,1.282102,103.8172,Kg Bahru Rd,Opp Keppel DP Blk 519,1.271781,103.8271
3309,Lor Ah Soo,Blk 146,1.35109,103.8821,Upp S'goon Rd,Kovan Stn,1.36026,103.8854
3310,Bt Batok East Ave 3,Blk 229,1.348555,103.7546,Jln Boon Lay,Blk 695,1.343023,103.7077
3311,Ang Mo Kio Ave 6,Opp Yio Chu Kang Stn,1.381433,103.8439,Yishun Ave 2,Blk 608,1.420546,103.835
3315,Dorset Rd,Farrer Pk Tennis Ctr,1.31216,103.8486,Eu Tong Sen St,People's Pk Ctr,1.285711,103.8444
3324,Marymount Rd,Blk 260,1.359687,103.8417,Marymount Rd,Marymount Stn,1.350167,103.8395
3347,Bedok Sth Rd,Temasek JC,1.319579,103.9357,Bedok Nth Ave 3,Blk 506,1.332305,103.9339
3363,Upp S'goon Rd,Aft Sengkang East Ave,1.378202,103.9035,Hougang Ctrl,Hougang Ctrl Int,1.370607,103.8927
3374,Tampines Ave 5,Opp Tampines Stadium,1.352962,103.9417,Pasir Ris Dr 3,Pasir Ris Int,1.373708,103.9496
3384,Marine Parade Rd,Neptune Ct,1.307876,103.9211,Ophir Rd,Landmark Village Hotel,1.30169,103.8575
3388,Marine Cres,Blk 34,1.304255,103.9123,Marine Parade Rd,Tao Nan Sch,1.305663,103.911
3388,Marine Cres,Blk 34,1.304255,103.9123,Marine Parade Rd,CHIJ Katong Convent (Pr),1.305853,103.9106
3415,Telok Blangah Rd,HarbourFront Stn,1.265835,103.8193,C'wealth Ave West,Opp SP SMA,1.309561,103.782
3421,Marine Parade Rd,CHIJ Katong Convent,1.307192,103.9176,Orchard Rd,YMCA,1.298074,103.8478
3437,Kallang Rd,Opp Sri Manmatha K Tp,1.309725,103.8674,Beach Rd,Opp Golden Mile Cplx,1.303384,103.8648
3437,Nth Bridge Rd,Blk 8,1.304957,103.8636,Eu Tong Sen St,Clarke Quay Stn,1.288985,103.8471
3449,Pasir Ris Dr 3,Blk 500A,1.376548,103.946,Ang Mo Kio Ave 3,Blk 700B,1.369148,103.8462
3462,Geylang East Ctrl,Opp Geylang Polyclinic,1.318771,103.8867,Paya Lebar Rd,Opp Paya Lebar Stn,1.318567,103.8917
3484,Jln Rajah,Curtin S'pore,1.328033,103.8539,Lor 6 Toa Payoh,Toa Payoh Int,1.332021,103.8469
3497,Ang Mo Kio Ave 1,Blk 310,1.364337,103.8449,S'goon Ave 2,Blk 334,1.350205,103.8712
3519,Punggol Rd,Blk 190C,1.395044,103.9024,Alexandra Rd,Opp Queensway Shop Ctr,1.286657,103.8033
3522,Upp S'goon Rd,Blk 302,1.368308,103.8939,Sin Ming Ave,Opp Ai Tong Sch,1.361257,103.832
3527,Hougang Ctrl,Opp Hougang Ctrl Int,1.3714,103.8917,Tampines St 81,Blk 897,1.348106,103.9342
3542,Ganges Ave,Opp Blk 79,1.290416,103.8279,Adam Rd,Opp S'pore Bible College,1.325429,103.814
3542,Ganges Ave,Opp Blk 79,1.290416,103.8279,Bt Timah Rd,Botanic Gdns Stn,1.32265,103.8155
3550,Ang Mo Kio Ave 10,Blk 409A,1.362383,103.8557,Ang Mo Kio Ave 8,Ang Mo Kio Int,1.369688,103.8486
3558,Clementi Rd,Aft King Albert Pk,1.336074,103.7786,Clementi Rd,Blk 109,1.321785,103.7709
3562,Nth Bridge Rd,Opp Peninsula Plaza,1.292082,103.8513,Yishun Ave 2,Opp Khatib Stn,1.416678,103.8332
3565,Lor 4 Toa Payoh,Blk 73,1.334042,103.8515,Bishan Rd,Bishan Stn,1.3509,103.848
3567,Tampines Ave 5,Bet Blks 701/702,1.355948,103.9371,Bedok Nth Ave 3,Blk 109,1.332133,103.9343
3573,Hougang Ctrl,Hougang Ctrl Int,1.370607,103.8927,Ang Mo Kio Ave 8,Ang Mo Kio Int,1.369688,103.8486
3576,Pasir Ris Dr 1,Blk 740,1.378372,103.9362,S'goon Ctrl,Serangoon Stn,1.350498,103.8732
3586,Upp East Coast Rd,Opp Siglap Sth CC,1.313988,103.9316,Old Airport Rd,Blk 39,1.307517,103.885
3588,Hougang Ave 8,Punggol Pk,1.375008,103.8978,Punggol Rd,Blk 126A,1.389935,103.9019
3618,West Coast Rd,Opp Blk 408,1.31772,103.7488,Bt Batok West Ave 3,Bt Batok Polyclinic,1.352276,103.7474
3624,Tampines Ave 5,Blk 730,1.35625,103.9338,Tampines Ave 5,Blk 938,1.348202,103.9419
3628,Hougang Ave 8,Blk 639,1.370877,103.8802,Hougang Ave 8,Blk 632,1.370223,103.8803
3629,Tampines Ave 6,Opp Blks 710/713,1.359023,103.9382,Marine Parade Rd,Parkway Parade,1.303004,103.906
3663,Kaki Bt Ave 1,Blk 151,1.336013,103.9121,Upp Paya Lebar Rd,Opp Asiawide Ind Bldg,1.337475,103.8876
3666,New Loyang Link,Bef Loyang Ave,1.364618,103.9676,Pasir Ris Dr 3,Pasir Ris Int,1.373708,103.9496
3666,Tampines Ctrl 1,Tampines Int,1.354076,103.9434,Upp Changi Rd Nth,The Japanese Sch,1.353323,103.966
3670,Jurong East Ave 1,Opp Parc Oasis,1.344408,103.7343,Orchard Rd,Royal Thai Embassy,1.305928,103.8305
3678,Bedok Reservoir Rd,Opp Kaki Bt Ctr,1.337532,103.9153,Eunos Link,Blk 637,1.33074,103.9037
3690,Lor Ah Soo,Opp Blk 146,1.350901,103.8826,Ang Mo Kio Ave 9,Opp Yio Chu Kang Stadium,1.384304,103.8468
3690,Lor Ah Soo,Opp Blk 146,1.350901,103.8826,Ang Mo Kio Ave 6,Yio Chu Kang Stn,1.38262,103.8438
3692,Upp Thomson Rd,Opp St. Theresa's Home,1.345922,103.8388,Pending Rd,Opp Pending Stn,1.3763,103.771
3692,Upp Thomson Rd,Opp St. Theresa's Home,1.345922,103.8388,Sembawang Rd,Opp Blk 713,1.427536,103.8266
3694,Teban Gdns Rd,Aft Hasanah Mque,1.322469,103.7395,West Coast Rd,Blk 726 Clementi West Mkt,1.304153,103.7645
3694,West Coast Rd,Aft Teban Gdns Rd,1.320002,103.7391,New Bridge Rd,New Bridge Ctr,1.282938,103.8425
3699,Toh Guan Rd,IMM Bldg,1.334462,103.7477,Orchard Rd,Concorde Hotel S'pore,1.30047,103.8419
3699,Jurong West Ave 1,Blk 425,1.350584,103.7245,Toh Guan Rd,IMM Bldg,1.334462,103.7477
3707,C'wealth Ave West,Blk 203,1.320852,103.7621,Marymount Rd,Marymount Stn,1.350167,103.8395
3716,Compassvale Rd,Blk 240,1.391018,103.8978,Anchorvale Dr,Blk 313B,1.390995,103.8884
3717,Still Rd,Aft Still Lane,1.310455,103.9081,Marine Parade Rd,Parkway Parade,1.303004,103.906
3726,Jln Tenaga,Opp Blk 658,1.33343,103.9061,Eunos Link,Eunos Technolink,1.333755,103.9006
3737,Lower Delta Rd,Opp Blk 48,1.28907,103.8256,Jln Bt Merah,Opp Blk 28,1.285928,103.8094
3737,Delta Rd,Blk 4,1.291723,103.8261,Jln Bt Merah,Opp Blk 28,1.285928,103.8094
3741,Sin Ming Ave,Blk 407,1.363556,103.8339,Bishan St 13,Bishan Int,1.350455,103.8499
3745,Jurong Town Hall Rd,Blk 253,1.344383,103.7367,Jurong Town Hall Rd,Blk 303,1.344461,103.7364
3751,Yio Chu Kang Link,Serangoon Sports Cplx,1.356632,103.8741,Hill St,Old Hill St Police Stn,1.290845,103.8486
3757,Telok Blangah Rd,Telok Blangah Stn,1.270759,103.8101,Pasir Panjang Rd,Mapletree Business City,1.274263,103.7984
3769,Pasir Ris St 52,Blk 502,1.375584,103.9465,Bendemeer Rd,Opp Blk 28,1.318897,103.8642
3771,Telok Blangah Rd,Telok Blangah Stn,1.270759,103.8101,Pasir Panjang Rd,Heng Mui Keng Terr,1.29083,103.7731
3772,Pending Rd,Bef Pending Stn,1.376561,103.7715,Cashew Rd,Opp Bt Panjang Pr Sch,1.373225,103.7703
3772,Pending Rd,Bef Pending Stn,1.376561,103.7715,Jln Kolam Ayer,MOM Svcs Ctr,1.326856,103.8695
3785,Holland Dr,Blk 10A,1.308411,103.7933,Bt Timah Rd,City Twrs,1.318065,103.8326
3792,S'goon Nth Ave 1,Bet Blks 142/148,1.368218,103.8739,S'goon Nth Ave 5,Blk 538,1.375122,103.8732
3792,S'goon Nth Ave 1,Bet Blks 142/148,1.368218,103.8739,S'goon Nth Ave 5,Blk 538,1.375122,103.8732
3796,Pasir Ris Dr 3,Blk 500A,1.376548,103.946,Upp Paya Lebar Rd,Opp Asiawide Ind Bldg,1.337475,103.8876
3803,Upp S'goon Rd,Paya Lebar Camp,1.351692,103.876,Victoria St,Opp Blk 461,1.305518,103.8605
3821,Bt Batok West Ave 5,Bt Gombak Stn,1.359117,103.7517,Choa Chu Kang Ave 4,Opp Choa Chu Kang Stn,1.384254,103.7445
3825,Tampines Ave 3,Blk 888,1.351151,103.931,Tampines Ave 1,Temasek Poly,1.346753,103.9326
3833,Yio Chu Kang Rd,Opp Gracehaven S Army,1.372113,103.8765,Ang Mo Kio Ave 5,Aft AMK Ind Pk 2,1.378725,103.8685
3833,S'goon Ctrl,Serangoon Stn,1.350498,103.8732,Pasir Ris Dr 1,Blk 197,1.366253,103.9612
3851,Hillview Ave,The Petals Condo,1.353086,103.76,Buona Vista Flyover,PSB Science Pk Bldg,1.292825,103.7864
3863,Zion Rd,Blk 94,1.288371,103.8335,Scotts Rd,Newton Stn,1.312232,103.8382
3886,Jurong East Ave 1,Opp Parc Oasis,1.344408,103.7343,West Coast Highway,Tien Wah Press Bldg,1.304834,103.7604
3906,Lor 6 Toa Payoh,Opp Toa Payoh Stadium,1.331468,103.8527,Jln Tenaga,Opp Blk 658,1.33343,103.9061
3956,Hougang Ave 8,Opp Montfort Sch,1.374811,103.8881,Upp S'goon Rd,Kovan Stn,1.36026,103.8854
3992,Bedok Reservoir Rd,Blk 133,1.332192,103.9118,Bedok Reservoir Rd,Blk 713,1.337421,103.9225
4005,Sembawang Way,Opp Sembawang Stn,1.449535,103.8199,Airport Blvd,Aft Changi Airport PTB2,1.346872,103.9843
4009,Lower Kent Ridge Rd,Kent Ridge Stn,1.293707,103.7849,Eu Tong Sen St,People's Pk Ctr,1.285711,103.8444
4014,Yishun Ave 2,Yishun Stn,1.429266,103.8352,Woodlands Sq,Woodlands Reg Int,1.436493,103.7852
4027,Bedok Nth Ave 3,Blk 506,1.332305,103.9339,Bedok Nth Ave 3,Blk 109,1.332133,103.9343
4030,Ulu Pandan Rd,Police KINS Trg Camp,1.319434,103.7722,Clementi Rd,Aft Clementi Ave 1,1.309031,103.7715
4046,Ang Mo Kio Ave 10,Blk 555,1.371734,103.8567,Bishan St 22,Opp Blk 203,1.354443,103.847
4052,West Coast Rd,Opp Blk 408,1.31772,103.7488,Jurong West Ctrl 3,Boon Lay Int,1.339323,103.7055
4064,Lower Delta Rd,Opp Blk 48,1.28907,103.8256,Jln Besar,Hoa Nam Bldg,1.312845,103.8599
4073,Ganges Ave,Opp Blk 79,1.290416,103.8279,Hill St,Stamford Ct,1.294116,103.8502
4074,Bt Panjang Rd,Blk 174,1.380496,103.7665,Bt Batok Ctrl,Blk 644,1.34866,103.752
4084,Clementi Rd,NUS High Sch,1.305608,103.7699,AYE,Aft NUS High Sch,1.305141,103.7699
4094,Yio Chu Kang Rd,Toho Green,1.366065,103.8752,S'goon Ctrl,Serangoon Stn,1.350498,103.8732
4121,Thomson Rd,Opp Tan Tong Meng Twr,1.327704,103.841,Orchard Blvd,Opp Orchard Stn,1.302528,103.8324
4130,S'goon Rd,Opp Bendemeer Pr Sch,1.322588,103.8639,Yio Chu Kang Rd,Opp Motorola,1.391224,103.846
4134,Marine Parade Rd,Mandarin Gdns,1.308515,103.9247,Jln Eunos,Opp Eunos Stn,1.321357,103.9054
4135,S'goon Rd,St. Michael's Pl,1.324773,103.8656,Clementi Rd,SIM HQ,1.328572,103.7768
4156,Orchard Rd,Macdonald Hse,1.298958,103.8465,Jln Eunos,Eunos Stn,1.320656,103.9049
4173,Eu Tong Sen St,Pearl's Ctr,1.281546,103.8409,Nth Bridge Rd,Opp Peninsula Plaza,1.292082,103.8513
4173,Eu Tong Sen St,Pearl's Ctr,1.281546,103.8409,River Valley Rd,Opp Mohd Sultan Rd,1.294142,103.8423
4189,Punggol Ctrl,Opp Blk 188,1.399955,103.9106,Punggol Rd,Blk 190C,1.395044,103.9024
4199,Punggol Rd,Opp The Rivervale,1.381585,103.8972,Loyang Way,JTC Corporation,1.372132,103.9705
4199,Punggol Rd,Blk 298A,1.394901,103.9019,Loyang Ave,Opp Loyang Ind Est,1.371498,103.9726
4224,Tampines St 21,Blk 259,1.354847,103.9508,Dunearn Rd,Opp Botanic Gdns Stn,1.323333,103.8163
4225,AYE,Blk 610,1.304725,103.7694,Clementi Ave 2,Blk 408,1.310925,103.7674
4233,Sengkang East Ave,Opp Blk 310B,1.39002,103.8846,Yishun Ave 2,Aft NorthPoint Shop Ctr,1.428563,103.8354
4237,Fernvale Lane,Blk 403A,1.38925,103.873,Pasir Ris Dr 1,Blk 740,1.378372,103.9362
4241,Bedok Reservoir Rd,Blk 140,1.335086,103.914,Tampines Ave 5,Opp Tampines Stadium,1.352962,103.9417
4299,Upp Changi Rd East,Mera Terr P/G,1.34665,103.9631,Upp Changi Rd East,Opp Expo Halls 4/5/6,1.335905,103.9584
4299,Upp Changi Rd East,Mera Terr P/G,1.34665,103.9631,Upp Changi Rd East,Opp Expo Halls 4/5/6,1.335905,103.9584
4311,Tampines Ave 7,Opp Blk 230,1.356425,103.9532,Bedok Reservoir Rd,Aft Kaki Bt Ctr,1.338047,103.9162
4314,Bishan St 13,Zion Bible Presby Ch,1.347233,103.8546,Orchard Rd,Tang Plaza,1.304657,103.8327
4315,Choa Chu Kang Rd,Phoenix Stn,1.378356,103.7577,Bt Batok Ctrl,Blk 628,1.351555,103.75
4318,Rivervale Dr,Blk 122F,1.387678,103.9053,Punggol Field,Blk 101C,1.398569,103.9067
4324,Hougang Ave 9,Blk 917,1.374548,103.884,PTB1 Basement,Changi Airport PTB1,1.361267,103.9907
4332,Pipit Rd,Blk 90,1.323622,103.887,Aljunied Rd,Blk 60,1.319353,103.8817
4333,Loyang Ave,Changi Golf Course,1.3875,103.9857,Loyang Ave,Opp Loyang Valley,1.369059,103.9697
4345,Dunearn Rd,Opp The Nexus,1.334748,103.7878,Adam Rd,Aft The Japanese Assn,1.32963,103.8149
4346,Bangkit Rd,Opp Blk 271,1.377511,103.7739,Raffles Ave,Seating Gallery,1.289503,103.859
4356,Old Airport Rd,Blk 99,1.308455,103.8885,Joo Chiat Rd,Marshall Lane,1.308379,103.903
4364,Shunfu Rd,Blk 314,1.35174,103.8379,Middle Rd,Opp Midlink Plaza,1.299454,103.8527
4365,Rivervale Dr,Blk 119D,1.386021,103.9035,S'goon Gdn Way,Serangoon Gdn Circus,1.363983,103.8658
4375,Tampines Ave 5,Blk 730,1.35625,103.9338,Tampines Ave 1,Temasek Poly West G,1.347925,103.9302
4378,Kent Ridge Cres,NUS Raffles Hall,1.300983,103.7727,Pasir Ris Dr 3,Pasir Ris Int,1.373708,103.9496
4394,Potong Pasir Ave 2,Potong Pasir CC,1.332368,103.8671,Middle Rd,Opp Prime Ctr,1.300634,103.8511
4403,Yio Chu Kang Link,Opp Serangoon Swim Cplx,1.357446,103.8738,Boundary Rd,Opp Blk 257,1.355855,103.872
4403,Boundary Rd,Opp Blk 257,1.355855,103.872,Hougang Ave 2,Blk 708,1.366872,103.8892
4430,Bt Panjang Ring Rd,Bangkit Stn,1.380215,103.7726,Bt Panjang Ring Rd,Blk 602,1.381781,103.7629
4433,Marine Cres,Blk 34,1.304255,103.9123,Marine Parade Rd,Opp Parkway Parade,1.302692,103.905
4434,S'goon Rd,St. Michael's Pl,1.324773,103.8656,Woodlands Ave 8,Bef Admiralty Rd West,1.454702,103.8009
4448,Hougang Ave 6,Punggol CC,1.374685,103.8927,Hougang St 21,Aft Blk 207,1.357572,103.8851
4454,Compassvale St,Blk 253,1.394429,103.9003,Tampines Ave 1,Opp SAFRA Tampines,1.345034,103.9401
4456,Marine Parade Rd,Bet Blks 72/74,1.304251,103.9077,Mountbatten Rd,Blk 2,1.305147,103.8834
4494,MacPherson Rd,Bef Davidson Rd,1.332762,103.885,Thomson Rd,Novena Stn,1.319627,103.8434
4526,Jln Bahar,Blk 271 CP,1.350237,103.7036,Scotts Rd,Env Bldg,1.311332,103.8369
4543,Pioneer Rd Nth,Blk 653B,1.336491,103.6963,Marymount Rd,Marymount Stn,1.350167,103.8395
4545,Jln Bt Merah,Opp Bt Merah Town Ctr,1.284209,103.8177,Bt Timah Rd,Sixth Ave Ctr,1.331615,103.795
4545,Bt Batok Ctrl,Bt Batok Int,1.349994,103.7511,Thomson Rd,Opp Macritchie Reservoir,1.341783,103.8362
4551,Petir Rd,Opp Petir Stn,1.377195,103.767,Bt Timah Rd,The Sterling,1.335983,103.7826
4557,Sembawang Rd,Blk 114,1.434187,103.8264,Yishun Ave 2,Blk 154,1.431652,103.8351
4557,Sembawang Rd,Blk 114,1.434187,103.8264,Upp Thomson Rd,Opp Nessea Club,1.400157,103.8172
4607,Ang Mo Kio St 54,Blk 561,1.370347,103.8582,Upp Thomson Rd,Bef Thomson Ridge,1.353078,103.8344
4625,Yio Chu Kang Rd,Opp Blk 139,1.368566,103.8763,Yio Chu Kang Rd,Blk 138,1.368146,103.8757
4625,Yio Chu Kang Rd,Bef Blk 965,1.37996,103.8769,Yio Chu Kang Rd,Blk 138,1.368146,103.8757
4658,Scotts Rd,Thong Teck Bldg,1.307838,103.8331,Bencoolen St,SMU,1.297342,103.849
4687,Whitley Rd,Raffles Town Club,1.322148,103.8257,Aljunied Rd,Opp Aljunied Pk,1.329267,103.8794
4687,Jelebu Rd,Opp Bt Panjang Plaza,1.379617,103.7639,Whitley Rd,Aft Tanglin CC,1.322554,103.8262
4688,Ang Mo Kio Ave 3,Blk 564,1.369189,103.8589,Marine Parade Rd,Parkway Parade,1.303004,103.906
4697,Kaki Bt Ave 1,Blk 151,1.336013,103.9121,Ang Mo Kio Ave 5,Nanyang Poly,1.376478,103.85
4718,Hume Ave,Symphony Hts,1.356858,103.7674,Queensway,Opp Queen's Cl,1.291197,103.8005
4720,Sengkang East Way,Sengkang Stn,1.392908,103.8953,Woodlands Ave 3,Tech,1.429304,103.7666
4744,C'wealth Ave,Blk 43,1.307401,103.7925,Buona Vista Flyover,PSB Science Pk Bldg,1.292825,103.7864
4745,Kg Bahru Rd,St. Teresa's Ch,1.273707,103.8286,Tiong Bahru Rd,Blk 18,1.285838,103.8324
4778,Alexandra Rd,NOL Bldg,1.274525,103.8018,Jln Bt Merah,Opp Blk 28,1.285928,103.8094
4778,Boon Lay Ave,Opp River Valley High Sch,1.344814,103.7081,Jln Bt Merah,Opp Blk 28,1.285928,103.8094
4792,Rivervale Cres,Opp Blk 178A,1.388894,103.9088,Tampines Rd,Bef TPE,1.379184,103.9157
4815,Henderson Rd,Opp Blk 1,1.279144,103.8169,Tiong Bahru Rd,Redhill Stn,1.289546,103.8167
4821,Bedok Sth Rd,Opp Temasek JC,1.319691,103.9351,Simei St 3,Opp Simei Stn,1.342118,103.9535
4832,Depot Rd,Blk 104B,1.281218,103.8121,Alexandra Rd,Opp Queensway Shop Ctr,1.286657,103.8033
4832,Depot Rd,Blk 104B,1.281218,103.8121,Alexandra Rd,Opp Queensway Shop Ctr,1.286657,103.8033
4849,Yishun Ave 2,Opp Khatib Stn,1.416678,103.8332,Buangkok Green,Blk 579,1.379385,103.8864
4880,Lor 6 Toa Payoh,Blk 32,1.332872,103.8559,Corporation Rd,Opp Lakepoint Condo,1.34005,103.7161
4904,Buangkok Dr,Blk 557,1.38028,103.8906,Hougang Ave 10,Blk 522,1.373138,103.8916
4904,Paya Lebar Rd,Opp Trinity @ Paya Lebar,1.331558,103.8895,Yio Chu Kang Rd,Blk 138,1.368146,103.8757
4922,Jln Eunos,Opp Eunos Stn,1.321357,103.9054,Sims Ave,Aft Tg Katong Cplx,1.317406,103.8948
4929,Tampines Ave 1,Temasek Poly West G,1.347925,103.9302,Tampines Ave 8,Opp Springfield Sec Sch,1.350807,103.9295
4934,Teck Whye Ave,Choa Chu Kang Polyclinic,1.381773,103.7513,Orchard Rd,YMCA,1.298074,103.8478
4934,Teck Whye Ave,Choa Chu Kang Polyclinic,1.381773,103.7513,Eu Tong Sen St,Pearl's Ctr,1.281546,103.8409
4945,Queensway,Opp Queen's Cl,1.291197,103.8005,Alexandra Rd,Opp Gan Eng Seng Sec Sch,1.290881,103.8241
4948,Boon Keng Rd,Blk 12,1.317183,103.862,Thomson Rd,Novena Stn,1.319627,103.8434
4959,Teck Whye Ave,Bet Blks 13/14,1.378671,103.7561,Choa Chu Kang Ave 4,Lot 1 Shoppers' Mall,1.384631,103.745
4981,Marine Parade Rd,Bet Blks 72/74,1.304251,103.9077,Scotts Rd,Far East Plaza,1.30732,103.8332
4985,Zion Rd,Blk 94,1.288371,103.8335,Crawford St,Bef Crawford Bridge,1.307746,103.8643
4986,Tampines Ave 1,Opp Temasek Poly West G,1.34844,103.9298,Ubi Ave 2,Blk 3019,1.327335,103.8921
4986,Tampines Ave 1,Opp Temasek Poly West G,1.34844,103.9298,Bedok Nth Dr,Bedok Int,1.325005,103.9282
4995,Clementi Ave 3,Clementi Int,1.315055,103.764,New Upp Changi Rd,Bedok Stn,1.324283,103.93
4998,Upp Bt Timah Rd,The Rail Mall,1.35939,103.7674,Orchard Turn,Opp Ngee Ann City,1.302113,103.8343
4998,Upp Bt Timah Rd,Southaven II,1.345825,103.7733,Bt Timah Rd,Botanic Gdns Stn,1.32265,103.8155
5002,Jln Eunos,Blk 322,1.328165,103.9055,Tampines Ave 1,Temasek Poly,1.346753,103.9326
5021,Balestier Rd,Opp Balestier Pt,1.32307,103.8526,Somerset Rd,Somerset Stn,1.300276,103.8388
5033,Jln Jurong Kechil,Bef Upp Bt Timah Rd,1.340368,103.7753,Holland Rd,Holland Village,1.312232,103.7944
5043,Hougang Ave 8,Blk 532,1.376344,103.8915,Lor 6 Toa Payoh,Blk 237,1.340018,103.8527
5047,Hougang Ave 3,Blk 172,1.350814,103.8898,Yio Chu Kang Rd,Opp Motorola,1.391224,103.846
5054,Yio Chu Kang Rd,Bef Thomson Hills Dr,1.380319,103.8324,Lentor Ave,Opp Countryside Est,1.391413,103.8387
5071,Marsiling Rd,Blk 12,1.440083,103.7785,Woodlands Sq,Woodlands Reg Int,1.436493,103.7852
5071,Tiong Bahru Rd,Redhill Stn,1.289546,103.8167,Scotts Rd,Thong Teck Bldg,1.307838,103.8331
5091,West Coast Highway,Opp Haw Par Villa Stn,1.282976,103.7812,Pasir Panjang Rd,Opp Barossa Gdns,1.281204,103.7845
5093,Airport Blvd,Bef Changi Airport PTB3,1.347195,103.9841,Marine Cres,Blk 34,1.304255,103.9123
5112,Gambas Ave,Seagate,1.446327,103.8072,Yishun Ctrl 2,Aft Yishun Ctrl,1.423626,103.8367
5121,Tampines Ctrl 1,Tampines Int,1.354076,103.9434,Changi Nth St 1,Aft VICOM,1.351806,103.968
5121,Tampines Ctrl 1,Tampines Int,1.354076,103.9434,Changi Nth St 1,Aft VICOM,1.351806,103.968
5122,Yishun Ctrl,Yishun Int,1.42794,103.8363,Clementi Rd,SIM HQ,1.328572,103.7768
5124,Bedok Sth Rd,Opp Blk 40,1.320438,103.9402,New Upp Changi Rd,Blk 32,1.323383,103.9251
5124,New Upp Changi Rd,Opp Blk 32,1.322953,103.9252,Yio Chu Kang Rd,Bef Blk 965,1.37996,103.8769
5130,Jln Jurong Kechil,Blk 18,1.340277,103.7726,Bt Timah Rd,Botanic Gdns Stn,1.32265,103.8155
5138,Pasir Ris Dr 10,Blk 651,1.379545,103.9383,Old Airport Rd,Blk 39,1.307517,103.885
5148,Changi Rd,Joo Chiat Cplx,1.316342,103.8989,Merpati Rd,Aft Jln Anggerek,1.327684,103.881
5148,New Upp Changi Rd,Blk 65,1.324935,103.9395,New Upp Changi Rd,Blk 32,1.323383,103.9251
5153,Tiong Bahru Rd,Blk 1,1.286084,103.8329,Aljunied Rd,Blk 125,1.323223,103.8815
5153,Tiong Bahru Rd,Blk 1,1.286084,103.8329,Newton Rd,Hotel Royal,1.317022,103.8416
5155,Clementi Rd,Ngee Ann Poly,1.332439,103.7777,Jln Toa Payoh,Opp St. Andrew's Jnr Sch,1.328651,103.8662
5165,S'goon Rd,St. Michael's Pl,1.324773,103.8656,Geylang Bahru,Blk 68,1.322581,103.8702
5177,Orchard Blvd,Opp Orchard Stn,1.302528,103.8324,Bt Merah Ctrl,Bt Merah Int,1.282102,103.8172
5177,Orchard Blvd,Opp Orchard Stn,1.302528,103.8324,Bt Merah Ctrl,Bt Merah Int,1.282102,103.8172
5178,Kim Keat Rd,Opp Jumbo Ind Bldg,1.324561,103.8533,Robinson Rd,Aft Capital Twr,1.277826,103.8481
5179,Upp Changi Rd East,Changi Ct,1.343513,103.9622,Upp Changi Rd East,Opp Expo Halls 1/2/3,1.333978,103.9566
5179,Upp Changi Rd East,Changi Ct,1.343513,103.9622,Upp Changi Rd East,Opp Expo Halls 1/2/3,1.333978,103.9566
5179,Upp Changi Rd East,Changi Ct,1.343513,103.9622,Upp Changi Rd East,Opp Expo Halls 1/2/3,1.333978,103.9566
5181,Sengkang Ctrl,Buangkok Stn,1.383345,103.8933,Paya Lebar Rd,Paya Lebar Stn,1.318602,103.8921
5211,Sengkang East Way,Blk 325 CP,1.39385,103.8917,Sengkang East Way,Opp Blk 325 CP,1.394257,103.8914
5224,Jurong West Ave 3,Opp Blk 276B,1.352933,103.7051,Pioneer Rd Nth,Blk 978,1.340477,103.6944
5246,Bishan St 13,Blk 169,1.346656,103.8543,Bishan St 13,Bishan Int,1.350455,103.8499
5253,Bt Batok East Ave 3,Blk 289E,1.34399,103.7587,Jln Eunos,Eunos Mans,1.328851,103.9055
5253,Bt Batok East Ave 3,Blk 289E,1.34399,103.7587,Jln Eunos,Eunos Mans,1.328851,103.9055
5277,Jln Bt Merah,Blk 201,1.280395,103.8271,Middle Rd,Opp Prime Ctr,1.300634,103.8511
5277,Jln Bt Merah,Blk 201,1.280395,103.8271,Middle Rd,Opp Prime Ctr,1.300634,103.8511
5284,Choa Chu Kang Ave 4,Lot 1 Shoppers' Mall,1.384631,103.745,Upp Bt Timah Rd,Shell Kiosk,1.338762,103.7769
5286,Marine Parade Rd,Blk 57,1.306578,103.9149,PTB3 Basement,Changi Airport PTB3,1.355998,103.9875
5300,Mt Sinai Dr,Bet Hse Nos.33/35,1.317213,103.7807,Holland Rd,Holland Village,1.312232,103.7944
